siteid,sitename,plotid,easting,northing,taxonid,scientificname,indvidualid,pointid,individualdistance,individualazimuth,dbh,dbhheight,basalcanopydiam,basalcanopydiam_90deg,maxcanopydiam,canopydiam_90deg,stemheight,stemremarks,stemstatus,canopyform,livingcanopy,inplotcanopy,materialsampleid,dbhqf,stemmapqf
SOAP,Soaproot Saddle,SOAP63,299812.5,4101014.5,PIPO,Pinus ponderosa,801,center,8.6,190.4,24.6,130.0,0.0,0.0,3.2,2.3,23.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299853.3,4100421.0,PIPO,Pinus ponderosa,1195,center,9.9,76.0,1.6,130.0,0.0,0.0,0.7,0.6,1.2,,,,100,100,,0,1
SOAP,Soaproot Saddle,SOAP1695,299185.6,4100973.2,PIPO,Pinus ponderosa,124,center,10.9,36.2,29.3,130.0,0.0,0.0,4.6,4.5,14.3,,,,100,100,f144,0,0
SOAP,Soaproot Saddle,SOAP139,297059.7,4100088.2,PIPO,Pinus ponderosa,338,center,10.2,115.7,23.9,130.0,0.0,0.0,3.7,3.9,18.2,,,,100,100,,0,1
SOAP,Soaproot Saddle,SOAP63,299802.8,4101019.2,PIPO,Pinus ponderosa,817,SW,6.1,357.0,13.7,130.0,0.0,0.0,4.7,2.1,1.2,leans out of plot,dead w branches,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP299,297490.3,4100687.5,PIPO,Pinus ponderosa,189,center,9.1,228.5,61.5,130.0,0.0,0.0,10.1,11.8,32.2,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299844.8,4100419.5,PIPO,Pinus ponderosa,1181,center,1.5,49.4,2.1,130.0,0.0,0.0,1.6,1.3,2.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299809.8,4101032.0,PIPO,Pinus ponderosa,897,center,10.0,334.6,14.5,130.0,0.0,0.0,3.8,2.9,9.1,,barely live,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299813.5,4101017.0,PIPO,Pinus ponderosa,797,center,6.0,185.4,15.8,130.0,0.0,0.0,4.6,1.1,9.3,dead w branches extreme leaner,,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP299,297509.1,4100698.5,PIPO,Pinus ponderosa,212,NE,5.5,176.8,33.3,130.0,0.0,0.0,5.1,4.7,21.6,,,,100,100,,0,1
SOAP,Soaproot Saddle,SOAP143,299852.0,4100424.0,PIPO,Pinus ponderosa,1216,center,10.0,56.6,7.7,130.0,0.0,0.0,2.7,2.2,4.2,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299837.6,4100411.2,PIPO,Pinus ponderosa,1138,center,9.5,219.6,1.0,10.0,0.0,0.0,0.3,0.3,1.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300141.1,4101377.0,PIPO,Pinus ponderosa,1239,center,3.0,241.5,6.0,130.0,0.0,0.0,4.3,2.1,2.5,extreme leaner horiz to ground,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299850.6,4100426.5,PIPO,Pinus ponderosa,1209,center,10.6,40.6,2.4,130.0,0.0,0.0,1.6,1.4,2.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297058.8,4100590.0,PIPO,Pinus ponderosa,457,center,9.4,155.5,31.4,130.0,0.0,0.0,4.8,4.1,20.2,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300144.6,4101384.2,PIPO,Pinus ponderosa,1305,center,6.0,8.8,10.0,130.0,0.0,0.0,5.1,1.4,0.0,extreme leaner,,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP299,297505.4,4100701.0,PIPO,Pinus ponderosa,205,center,11.1,47.8,38.7,130.0,0.0,0.0,5.1,4.1,27.9,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300144.4,4101375.8,PIPO,Pinus ponderosa,1269,center,2.6,165.1,11.8,130.0,0.0,0.0,4.0,3.0,9.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299819.9,4101032.0,PIPO,Pinus ponderosa,869,center,10.7,33.0,16.0,130.0,0.0,0.0,5.6,2.0,19.0,leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299842.3,4100421.5,PIPO,Pinus ponderosa,1229,center,3.3,334.2,0.7,10.0,0.0,0.0,0.3,0.2,0.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299808.6,4101029.2,PIPO,Pinus ponderosa,901,center,8.2,318.1,21.4,130.0,0.0,0.0,3.5,3.3,18.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299808.1,4101021.8,PIPO,Pinus ponderosa,862,center,6.1,256.6,25.7,130.0,0.0,0.0,2.1,1.5,20.4,,dead w branches,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300133.8,4101383.0,PIPO,Pinus ponderosa,1340,center,10.9,294.8,12.7,130.0,0.0,0.0,3.3,2.7,11.3,,,,100,100,,0,1
SOAP,Soaproot Saddle,SOAP255,300149.0,4101379.0,PIPO,Pinus ponderosa,1300,center,5.4,82.3,6.0,130.0,0.0,0.0,1.8,1.5,4.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299839.0,4100420.8,PIPO,Pinus ponderosa,1232,center,5.2,296.1,1.6,10.0,0.0,0.0,0.4,0.3,0.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300140.6,4101387.5,PIPO,Pinus ponderosa,1317,center,9.7,341.5,7.3,130.0,0.0,0.0,3.8,1.4,1.6,extreme leaner,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299837.8,4100411.8,PIPO,Pinus ponderosa,1139,center,9.0,220.9,0.7,10.0,0.0,0.0,0.3,0.3,0.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299837.2,4100421.5,PIPO,Pinus ponderosa,1234,center,7.1,293.5,1.6,10.0,0.0,0.0,0.8,0.4,1.1,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299806.9,4101018.5,PIPO,Pinus ponderosa,814,SW,6.6,35.5,22.3,130.0,0.0,0.0,4.2,3.9,19.5,leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299839.3,4100418.0,PIPO,Pinus ponderosa,129,center,4.4,262.0,0.7,10.0,0.0,0.0,0.3,0.3,0.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299805.1,4101018.0,PIPO,Pinus ponderosa,816,SW,5.1,22.8,26.2,130.0,0.0,0.0,5.4,2.6,18.7,leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP299,297495.3,4100684.2,PIPO,Pinus ponderosa,194,center,9.6,191.4,50.5,130.0,0.0,0.0,7.5,6.4,30.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299850.9,4100424.0,PIPO,Pinus ponderosa,1214,center,9.0,52.7,1.7,130.0,0.0,0.0,1.0,0.6,1.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299849.5,4100422.5,PIPO,Pinus ponderosa,1186,center,7.1,54.8,1.4,10.0,0.0,0.0,0.4,0.3,1.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299821.3,4101022.5,PIPO,Pinus ponderosa,835,center,7.3,93.8,16.7,130.0,0.0,0.0,4.3,3.6,15.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299852.0,4100422.0,PIPO,Pinus ponderosa,1202,center,9.0,66.8,0.9,10.0,0.0,0.0,0.4,0.2,0.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298701.6,4100857.0,PIPO,Pinus ponderosa,730,center,7.5,356.7,40.0,130.0,0.0,0.0,5.5,4.6,27.2,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299814.9,4101029.0,PIPO,Pinus ponderosa,863,center,5.9,8.3,12.0,130.0,0.0,0.0,3.3,1.0,8.2,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299837.8,4100421.0,PIPO,Pinus ponderosa,1233,center,6.3,291.7,1.9,10.0,0.0,0.0,0.4,0.4,1.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP299,297489.9,4100693.0,PIPO,Pinus ponderosa,187,center,7.3,265.3,31.1,130.0,0.0,0.0,9.1,5.3,13.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300142.7,4101378.0,PIPO,Pinus ponderosa,1238,center,1.1,250.7,15.7,130.0,0.0,0.0,9.8,2.0,2.3,snapped but still pert attached at 50cm top leaning on ground,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP299,297498.3,4100698.2,PIPO,Pinus ponderosa,203,center,4.8,13.4,34.5,130.0,0.0,0.0,0.0,0.0,1.8,,snag no branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP1695,299178.3,4100974.0,PIPO,Pinus ponderosa,136,center,9.6,355.0,7.7,130.0,0.0,0.0,1.8,1.8,5.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299837.8,4100411.0,PIPO,Pinus ponderosa,1141,center,9.5,218.7,1.0,10.0,0.0,0.0,0.6,0.3,0.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300142.0,4101382.0,PIPO,Pinus ponderosa,1320,center,4.1,335.9,11.7,130.0,0.0,0.0,7.0,2.0,11.0,extreme leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299848.2,4100422.0,PIPO,Pinus ponderosa,1185,center,5.7,52.0,1.4,10.0,0.0,0.0,0.4,0.3,1.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300141.5,4101381.0,PIPO,Pinus ponderosa,1322,center,3.5,321.2,14.4,130.0,0.0,0.0,1.0,0.9,3.8,top snapped,dead w few branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297055.8,4100593.2,PIPO,Pinus ponderosa,453,center,5.5,170.6,1.0,10.0,0.0,0.0,0.4,0.3,0.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300137.0,4101378.0,PIPO,Pinus ponderosa,1245,center,6.7,265.8,15.6,130.0,0.0,0.0,2.6,2.1,11.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300147.7,4101381.8,PIPO,Pinus ponderosa,1299,center,5.2,50.3,7.2,130.0,0.0,0.0,3.7,1.6,1.8,extreme leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299837.5,4100409.0,PIPO,Pinus ponderosa,1148,center,11.3,213.3,1.4,10.0,0.0,0.0,0.4,0.3,0.9,,dead,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP299,297499.2,4100690.8,PIPO,Pinus ponderosa,199,center,3.6,144.3,41.3,130.0,0.0,0.0,5.5,5.2,29.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299837.4,4100411.0,PIPO,Pinus ponderosa,139,center,9.8,220.2,0.6,10.0,0.0,0.0,0.2,0.2,0.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300150.8,4101386.8,PIPO,Pinus ponderosa,1289,center,11.0,40.3,9.4,130.0,0.0,0.0,5.7,1.8,1.1,extreme leaner,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299821.9,4101028.0,PIPO,Pinus ponderosa,881,center,9.3,57.8,16.3,130.0,0.0,0.0,6.3,4.6,21.2,leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299836.0,4100409.2,PIPO,Pinus ponderosa,1153,center,12.1,219.5,1.0,10.0,0.0,0.0,0.4,0.2,0.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299808.4,4101014.5,PIPO,Pinus ponderosa,803,SW,5.5,74.4,11.5,130.0,0.0,0.0,1.5,1.1,12.9,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299821.1,4101026.2,PIPO,Pinus ponderosa,883,center,7.7,66.4,32.3,130.0,0.0,0.0,2.9,2.0,14.0,top snapped,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300146.5,4101377.8,PIPO,Pinus ponderosa,1281,center,2.9,103.5,6.2,130.0,0.0,0.0,3.8,1.4,2.2,extreme leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300134.8,4101384.0,PIPO,Pinus ponderosa,1336,center,10.5,302.1,8.8,130.0,0.0,0.0,1.8,1.7,8.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300137.2,4101372.8,PIPO,Pinus ponderosa,1337,center,8.6,229.2,5.9,130.0,0.0,0.0,2.3,1.4,3.9,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299822.7,4101030.0,PIPO,Pinus ponderosa,874,center,11.2,50.9,30.4,130.0,0.0,0.0,2.6,2.1,21.9,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP139,297042.2,4100092.5,PIPO,Pinus ponderosa,426,center,8.3,269.2,0.8,10.0,0.0,0.0,0.3,0.3,0.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299846.0,4100409.0,PIPO,Pinus ponderosa,1161,center,9.9,166.3,1.4,10.0,0.0,0.0,0.9,0.4,1.2,leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299837.1,4100409.5,PIPO,Pinus ponderosa,1149,center,11.2,216.3,1.3,10.0,0.0,0.0,0.5,0.4,0.5,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300149.8,4101377.0,PIPO,Pinus ponderosa,1262,center,6.2,101.2,7.4,130.0,0.0,0.0,2.5,1.9,3.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300147.5,4101376.0,PIPO,Pinus ponderosa,1266,center,4.5,121.5,6.2,130.0,0.0,0.0,1.3,1.0,5.2,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299840.2,4100415.8,PIPO,Pinus ponderosa,127,center,4.4,232.6,1.1,10.0,0.0,0.0,0.5,0.4,0.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297055.2,4100607.5,PIPO,Pinus ponderosa,526,center,8.8,1.9,1.5,130.0,0.0,0.0,0.3,0.2,1.1,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297053.4,4100597.2,PIPO,Pinus ponderosa,446,center,2.1,229.1,0.9,10.0,0.0,0.0,0.2,0.2,0.5,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299811.2,4101032.5,PIPO,Pinus ponderosa,896,center,9.8,343.0,11.7,130.0,0.0,0.0,6.0,1.5,1.8,extreme leaner,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298704.9,4100845.2,PIPO,Pinus ponderosa,684,center,5.1,145.8,13.7,130.0,0.0,0.0,1.0,1.3,10.7,,dead w branches top snapped,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298704.0,4100845.2,PIPO,Pinus ponderosa,685,center,4.7,154.8,24.2,130.0,0.0,0.0,10.0,2.8,15.7,,leaner,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299810.6,4101029.8,PIPO,Pinus ponderosa,899,center,7.5,332.6,23.2,130.0,0.0,0.0,4.2,4.0,19.5,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300152.4,4101380.5,PIPO,Pinus ponderosa,1283,center,8.9,76.6,43.9,130.0,0.0,0.0,5.2,4.8,28.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299851.0,4100424.5,PIPO,Pinus ponderosa,1215,center,9.5,50.6,2.8,130.0,0.0,0.0,1.2,1.0,2.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299808.5,4101030.0,PIPO,Pinus ponderosa,902,center,8.9,321.2,38.9,130.0,0.0,0.0,5.9,4.9,27.5,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299807.4,4101032.0,PIPO,Pinus ponderosa,903,center,11.0,323.1,35.1,130.0,0.0,0.0,5.3,4.5,26.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300150.7,4101383.2,PIPO,Pinus ponderosa,1287,center,8.6,54.9,21.8,130.0,0.0,0.0,4.1,3.9,17.9,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299840.7,4100416.0,PIPO,Pinus ponderosa,126,center,3.9,231.1,1.2,10.0,0.0,0.0,0.3,0.3,1.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300136.3,4101386.0,PIPO,Pinus ponderosa,1329,NW,2.3,105.8,4.6,130.0,0.0,0.0,2.0,0.7,3.5,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299816.1,4101031.0,PIPO,Pinus ponderosa,867,center,8.1,14.8,24.7,130.0,0.0,0.0,1.6,1.2,21.9,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299837.7,4100411.0,PIPO,Pinus ponderosa,1140,center,9.6,218.6,1.3,10.0,0.0,0.0,0.4,0.3,1.5,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299808.8,4101027.0,PIPO,Pinus ponderosa,909,center,6.6,307.0,10.5,130.0,0.0,0.0,2.6,2.3,10.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300151.8,4101370.0,PIPO,Pinus ponderosa,1252,center,11.7,136.0,4.7,130.0,0.0,0.0,3.3,2.0,0.9,extreme leaner horiz to ground,dead,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299838.0,4100410.5,PIPO,Pinus ponderosa,1143,center,9.8,215.2,0.9,10.0,0.0,0.0,0.4,0.3,0.9,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299846.2,4100422.5,PIPO,Pinus ponderosa,1184,center,4.7,31.8,2.1,10.0,0.0,0.0,0.7,0.7,1.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP299,297495.9,4100701.8,PIPO,Pinus ponderosa,207,center,8.2,351.3,1.6,130.0,0.0,0.0,0.7,0.9,1.8,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP299,297495.9,4100703.0,PIPO,Pinus ponderosa,208,center,9.3,352.3,1.1,130.0,0.0,0.0,0.8,0.6,1.6,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299849.8,4100422.5,PIPO,Pinus ponderosa,1187,center,7.2,57.3,1.6,10.0,0.0,0.0,0.6,0.5,1.2,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299849.0,4100421.2,PIPO,Pinus ponderosa,1188,center,6.0,62.7,3.5,10.0,0.0,0.0,0.9,0.8,2.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299811.0,4101021.0,PIPO,Pinus ponderosa,796,center,3.7,236.9,21.5,130.0,0.0,0.0,3.8,3.5,14.5,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP43,297056.0,4100718.0,PIPO,Pinus ponderosa,577,center,6.8,216.1,1.0,10.0,0.0,0.0,0.4,0.4,0.5,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300146.0,4101381.0,PIPO,Pinus ponderosa,1302,center,3.6,40.5,10.5,130.0,0.0,0.0,2.9,1.9,12.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298698.0,4100847.8,PIPO,Pinus ponderosa,667,center,4.4,247.4,48.5,130.0,0.0,0.0,5.6,5.7,27.2,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298695.3,4100846.5,PIPO,Pinus ponderosa,668,center,7.4,245.8,19.9,130.0,0.0,0.0,2.6,2.8,22.9,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298695.2,4100846.0,PIPO,Pinus ponderosa,669,SW,7.4,23.2,14.3,130.0,0.0,0.0,0.0,0.0,4.5,,dead w no branches top snapped,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300147.7,4101376.5,PIPO,Pinus ponderosa,1265,center,4.5,116.0,26.7,130.0,0.0,0.0,5.0,3.2,17.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299805.9,4101016.0,PIPO,Pinus ponderosa,805,SW,3.9,45.3,11.2,130.0,0.0,0.0,5.0,2.2,12.5,leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300146.5,4101377.5,PIPO,Pinus ponderosa,1271,center,3.0,108.5,5.6,130.0,0.0,0.0,5.6,0.8,2.4,extreme leaner,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299805.1,4101013.8,PIPO,Pinus ponderosa,807,SW,2.1,76.4,17.6,130.0,0.0,0.0,4.0,1.9,14.0,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299844.9,4100415.0,PIPO,Pinus ponderosa,1159,center,3.6,160.9,0.9,10.0,0.0,0.0,0.4,0.3,0.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299803.4,4101014.5,PIPO,Pinus ponderosa,808,SW,1.3,13.1,19.9,130.0,0.0,0.0,0.0,0.0,4.0,top snapped no branches,dead,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297046.8,4100591.0,PIPO,Pinus ponderosa,440,SW,3.2,36.5,53.0,130.0,0.0,0.0,8.5,7.0,27.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299850.8,4100421.5,PIPO,Pinus ponderosa,1204,center,7.7,67.1,0.6,10.0,0.0,0.0,0.3,0.2,0.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300148.0,4101380.0,PIPO,Pinus ponderosa,1301,center,4.6,70.4,30.8,130.0,0.0,0.0,3.5,2.4,23.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300145.0,4101377.5,PIPO,Pinus ponderosa,1275,center,1.6,126.5,8.6,130.0,0.0,0.0,2.0,1.9,9.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP187,297529.8,4100553.2,PIPO,Pinus ponderosa,226,SW,8.2,31.4,17.5,130.0,0.0,0.0,0.0,0.0,2.2,,dead top snapped no branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300144.7,4101378.2,PIPO,Pinus ponderosa,1277,center,1.0,93.9,12.5,130.0,0.0,0.0,2.2,2.2,13.9,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299818.2,4101025.5,PIPO,Pinus ponderosa,854,center,4.8,60.1,28.7,130.0,0.0,0.0,3.3,2.7,23.6,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297054.3,4100598.5,PIPO,Pinus ponderosa,447,center,0.7,257.7,1.0,10.0,0.0,0.0,0.4,0.3,0.7,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300143.1,4101380.0,PIPO,Pinus ponderosa,1319,center,1.7,340.1,5.3,130.0,0.0,0.0,5.6,1.3,1.0,extreme leaner,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300151.7,4101368.2,PIPO,Pinus ponderosa,1253,SE,2.1,297.5,4.5,130.0,0.0,0.0,2.8,1.7,0.7,extreme leaner horiz to ground,mostly dead,,15,100,,0,1
SOAP,Soaproot Saddle,SOAP95,298704.0,4100843.8,PIPO,Pinus ponderosa,686,center,6.0,160.3,30.5,130.0,0.0,0.0,4.7,4.7,27.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP43,297058.3,4100715.5,PIPO,Pinus ponderosa,571,center,8.4,191.4,17.9,130.0,0.0,0.0,0.0,0.0,3.0,,dead w nobranches top snapped,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299803.9,4101021.5,PIPO,Pinus ponderosa,820,SW,8.5,5.2,22.8,130.0,0.0,0.0,3.1,2.6,18.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299805.5,4101022.5,PIPO,Pinus ponderosa,821,SW,9.5,14.6,25.3,130.0,0.0,0.0,3.5,2.4,20.0,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300151.3,4101381.0,PIPO,Pinus ponderosa,1286,center,8.1,70.0,21.5,130.0,0.0,0.0,0.0,0.0,3.6,top snapped,dead w no branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP143,299837.0,4100411.0,PIPO,Pinus ponderosa,138,center,10.0,222.1,1.6,10.0,0.0,0.0,0.7,0.5,1.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299814.6,4101029.5,PIPO,Pinus ponderosa,864,center,6.5,5.0,19.4,130.0,0.0,0.0,3.6,2.6,17.4,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299813.2,4101015.8,PIPO,Pinus ponderosa,798,center,7.4,186.6,14.0,130.0,0.0,0.0,4.5,1.7,1.8,extreme leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP95,298707.7,4100842.0,PIPO,Pinus ponderosa,694,center,9.5,143.3,16.2,130.0,0.0,0.0,2.7,2.7,19.8,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP299,297499.6,4100697.0,PIPO,Pinus ponderosa,202,center,4.2,35.2,56.0,130.0,0.0,0.0,6.9,6.4,33.1,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300149.9,4101383.0,PIPO,Pinus ponderosa,1291,center,7.7,54.1,8.9,130.0,0.0,0.0,5.3,1.8,2.4,extreme leaner,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300149.6,4101381.8,PIPO,Pinus ponderosa,1292,center,6.8,60.6,12.4,130.0,0.0,0.0,6.8,1.5,1.9,extreme leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299806.1,4101015.5,PIPO,Pinus ponderosa,804,SW,3.8,52.5,18.6,130.0,0.0,0.0,3.7,2.9,18.6,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299817.2,4101023.0,PIPO,Pinus ponderosa,832,center,3.2,93.3,17.0,130.0,0.0,0.0,2.6,1.9,16.3,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299817.6,4101022.0,PIPO,Pinus ponderosa,833,center,3.7,105.5,41.5,130.0,0.0,0.0,4.8,4.2,30.6,,dead w branches,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300146.3,4101382.5,PIPO,Pinus ponderosa,1298,center,4.8,33.5,6.7,130.0,0.0,0.0,3.7,1.8,1.1,extreme leaner,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP331,297065.4,4100590.0,PIPO,Pinus ponderosa,467,SE,1.9,351.5,59.2,130.0,0.0,0.0,6.5,6.1,33.5,,,,100,100,,0,1
SOAP,Soaproot Saddle,SOAP95,298707.0,4100850.0,PIPO,Pinus ponderosa,703,center,5.0,85.3,10.5,130.0,0.0,0.0,6.7,2.3,4.8,,dead w branches leaner,,0,100,,0,0
SOAP,Soaproot Saddle,SOAP63,299823.7,4101021.8,PIPO,Pinus ponderosa,836,center,9.7,98.0,49.8,130.0,0.0,0.0,4.4,4.0,31.7,,dead w branches beetle damage,,0,100,,0,1
SOAP,Soaproot Saddle,SOAP95,298700.6,4100848.5,PIPO,Pinus ponderosa,665,center,1.8,231.8,16.0,130.0,0.0,0.0,2.6,2.3,10.3,,,,100,100,,0,0
SOAP,Soaproot Saddle,SOAP255,300138.5,4101383.2,PIPO,Pinus ponderosa,1314,center,7.1,312.8,2.7,130.0,0.0,0.0,1.0,0.8,2.3,,dead w branches,,0,100,,0,0
